file,funding,funding_num
arctic-data.9963.5,1417745,1417745
arctic-data.9963.5,1417908,1417908
arctic-data.9967.6,1417700,1417700
arctic-data.9967.6,1417745,1417745
arctic-data.9967.6,1417908,1417908
arctic-data.9969.14, 1504141,1504141
arctic-data.9973.9,1417700,1417700
arctic-data.9973.9,1417745,1417745
arctic-data.9973.9,1417908,1417908
arctic-data.9977.9,1417700,1417700
arctic-data.9977.9,1417745,1417745
arctic-data.9977.9,1417908,1417908
arctic-data.9980.2,1203526,1203526
arctic-data.9993.1,1203526,1203526
autogen.2016032218361353118.3,0229766,0229766
autogen.2016032218361353118.3,9907541,9907541
autogen.2016032218361353118.3,9614557,9614557
autogen.2016032220051934231.3,0125399,0125399
autogen.2016032220052416232.3,0125399,0125399
autogen.2016032220053263834.3,0125399,0125399
autogen.2016032220053688635.8,0856531,0856531
autogen.2016032220054111736.3,0125399,0125399
autogen.2016032220054536937.3,0125399,0125399
autogen.2016032220090466683.3,0125399,0125399
autogen.2016032220090887884.3,0125399,0125399
autogen.2016032220091271285.3,0125399,0125399
autogen.2016032220091620386.3,0125399,0125399
autogen.2016032220094140092.3,0125399,0125399
autogen.2016032220211493347.3,0125399,0125399
autogen.2016032220214513354.3,0125399,0125399
autogen.2016032220321169105.3,NSF Award 1103443,1103443
autogen.2016032220325294816.2,NSF Award 0633343,0633343
autogen.2016032220325294816.2,NSF Award 0633878,0633878
autogen.2016032220325294816.2,NSF Award 0633885,0633885
autogen.2016032220353943362.2,NSF Award 0632131,0632131
autogen.2016032220353943362.2,NSF Award 0632160,0632160
autogen.2016032220353943362.2,NSF Award 0632133,0632133
autogen.2016032220353943362.2,NSF Award 1023562,1023562
autogen.2016032220363705378.2,NSF Award 0856503,0856503
autogen.2016032220364392280.2,NSF Award 1108451,1108451
autogen.2016032220365633284.3,NSF Award 1215551,1215551
autogen.2016032220370298786.2,NSF Award 0732713,0732713
autogen.2016032220371353189.2,NSF Award 0633979,0633979
autogen.2016032220371353189.2,NSF Award 0634097,0634097
autogen.2016032220371353189.2,NSF Award 0634122,0634122
autogen.2016032220371353189.2,NSF Award 0634167,0634167
autogen.2016032220371353189.2,NSF Award 0634226,0634226
autogen.2016032220372965593.2,NSF Award 1023672,1023672
autogen.2016032220373660395.2,NSF Award 1331019,1331019
autogen.2016032220374319897.3,NSF Award 0632231,0632231
autogen.2016032220374319897.3,NSF Award OPP0230381,0230381
autogen.2016032220380506302.2,NSF Award NSF ARC-0855748,0855748
autogen.2016032220380859803.2,NSF Award NSF ARC-0855748,0855748
autogen.2016032220381648205.3,NSF Award NSF ARC-0855748,0855748
autogen.2016032220382100806.2,NSF Award ARC - 0855748,0855748
autogen.2016032220382100806.2, 1023264,1023264
autogen.2016032220382491007.2,NSF Award 0855748,0855748
autogen.2016032220382491007.2,NSF Award 0856786,0856786
autogen.2016032220382871408.5,NSF Award 1348450,1348450
autogen.2016032220383208109.3,NSF Award 1023318,1023318
autogen.2016032220395917032.5,0229766,0229766
autogen.2016032220395917032.5,9907541,9907541
autogen.2016032220395917032.5,9614557,9614557
autogen.2016032220400796534.2,NSF Award 0715431,0715431
autogen.2016032220404018642.5,1023331,1023331
autogen.2016032220421072566.5,NSF Award 1022139,1022139
autogen.2016032220421072566.5,NSF Award 1023331,1023331
autogen.2016032220421072566.5,NSF Award 1023446,1023446
autogen.2016032220424055674.10,1203784,1203784
autogen.2016032220424055674.10,1203440,1203440
autogen.2016032220424374075.2,NSF Award 1203784,1203784
autogen.2016032220424374075.2,NSF Award 1203440,1203440
autogen.2016032220424827276.3,1203440,1203440
autogen.2016032220424827276.3,1203784,1203784
autogen.2016032220425565278.6,0732985,0732985
autogen.2016032220425930979.6,NSF Award 0732985,0732985
autogen.2016032220430238680.12,0229302,0229302
autogen.2016032220430952382.3,1107440,1107440
autogen.2016032220430952382.3,1259930,1259930
autogen.2016032220430952382.3,1108200,1108200
autogen.2016032220431427783.2,NSF Award 1108200,1108200
autogen.2016032220431427783.2,NSF Award 1259930,1259930
autogen.2016032220431427783.2,NSF Award 1107440,1107440
autogen.2016032220431751384.4,1023264,1023264
autogen.2016032220432199785.2,NSF Award 1023264,1023264
autogen.2016032220432972987.2,NSF Award ARC 0909264,0909264
autogen.2016032220434034890.2,NSF Award 1107623,1107623
autogen.2016032220434034890.2,NSF Award 1107277,1107277
autogen.2016032220434747092.2,NSF Award 1263854,1263854
autogen.2016032220435043593.12,1263854,1263854
autogen.2016032220435763195.3,NSF Award 0856376,0856376
autogen.2016032220440077896.3,NSF Award 1203851,1203851
autogen.2016032220440077896.3,NSF Award 1347469,1347469
autogen.2016032220440077896.3,NSF Award 1203934,1203934
autogen.2016032220441096999.3,1148800,1148800
autogen.20160322204414456100.3,1148800,1148800
autogen.2016032220442271601.3,1148800,1148800
autogen.2016032220442626602.3,1148800,1148800
autogen.2016032220442974803.3,NSF Award 1148800,1148800
autogen.2016032220443330204.3,1148800,1148800
autogen.2016032220443626205.3,1148800,1148800
autogen.2016032220443964506.3,1148800,1148800
autogen.2016032220444349207.3,1148800,1148800
autogen.2016032220444700008.3,1148800,1148800
autogen.2016032220445047209.3,1148800,1148800
autogen.2016032220445425510.3,1148800,1148800
autogen.2016032220445772111.3,1148800,1148800
autogen.2016032220450120012.3,1148800,1148800
autogen.2016032220450400313.3,1148800,1148800
autogen.2016032220450730114.3,1148800,1148800
autogen.2016032220451121615.3,1148800,1148800
autogen.2016032220451472916.3,1148800,1148800
autogen.2016032220451812617.3,1148800,1148800
autogen.2016032220452146018.3,1148800,1148800
autogen.2016032220452481419.3,1148800,1148800
autogen.2016032220452812820.3,1148800,1148800
autogen.2016032220453178421.2,NSF Award 1148800,1148800
autogen.2016032220453483922.3,1148800,1148800
autogen.2016032220453826923.2,NSF Award 0634079,0634079
autogen.2016032220455397527.2,NSF Award 0856305,0856305
autogen.2016032220455397527.2,NSF Award 0856774,0856774
autogen.2016032220455744528.2,NSF Award 1417711,1417711
autogen.2016032220460723031.4,NSF Award 0909541,0909541
autogen.2016032220461983834.3,NSF Award 0909541,0909541
autogen.2016032220462312535.2,NSF Award 0538427,0538427
autogen.2016032220462312535.2,NSF Award 0839093,0839093
autogen.2016032220462312535.2,NSF Award 0909541,0909541
autogen.2016032220463110737.2,NSF Award 1355238,1355238
autogen.2016032220463388038.2,NSF Award 0856868,0856868
autogen.2016032220463728739.2,NSF Award 1304555,1304555
autogen.2016032220465099343.2,NSF Award 0909155,0909155
autogen.2016032220472411252.2,NSF Award 0632139,0632139
autogen.2016032220472411252.2,NSF Award 0632264,0632264
autogen.2016032220472761753.2,NSF Award 1303644,1303644
autogen.2016032220473125154.3,0806643,0806643
autogen.2016032220473125154.3,0806827,0806827
autogen.2016032220473490155.2,NSF Award 0806643,0806643
autogen.2016032220473490155.2,NSF Award 806643,806643
autogen.2016032220473780256.2,NSF Award 1115332,1115332
autogen.2016032220475221560.2,NSF Award 0856421,0856421
autogen.2016032220483700571.6,NSF Award 1023574,1023574
autogen.2016032220484038872.2,NSF Award 1303864,1303864
autogen.2016032220484340873.5,0632187,0632187
autogen.2016032220484711474.5,0632187,0632187
autogen.2016032220485005075.4,0632187,0632187
autogen.2016032220485354676.6,0632187,0632187
autogen.2016032220485743277.4,0632187,0632187
autogen.2016032220490067978.4,0632187,0632187
autogen.2016032220490434479.4,0632187,0632187
autogen.2016032220490828380.4,0632187,0632187
autogen.2016032220491205181.4,0632187,0632187
autogen.2016032220491650082.4,0632187,0632187
autogen.2016032220492037383.6,0632187,0632187
autogen.2016032220492859585.6,0632187,0632187
autogen.2016032220492859585.6,0632177,0632177
autogen.2016032220493222786.2,NSF Award 1023654,1023654
autogen.2016032220493222786.2,NSF Award 1023561,1023561
autogen.2016032220493955888.2,NSF Award 1023651,1023651
autogen.2016032220493955888.2,NSF Award 1022032,1022032
autogen.2016032220494285989.4,NSF Award 0713943,0713943
autogen.2016032220494599190.5,-13992,13992
autogen.2016032220494983291.10,PLR-1304202,1304202
autogen.2016032220500204394.2,PLR-0909368,0909368
autogen.2016032220501450197.3,NSF Award 0909193,0909193
autogen.2016032220501450197.3,NSF Award 0909368,0909368
autogen.2016032220501450197.3,NSF Award 0909006,0909006
autogen.2016032220502966400.2,NSF Award 0855828,0855828
autogen.2016032220502966400.2,NSF Award 0856210,0856210
autogen.2016032220502966400.2,NSF Award 0856244,0856244
autogen.2016032220504073903.2,NSF Award 0612461,0612461
autogen.2016032220504073903.2,NSF Award 0612422,0612422
autogen.2016032220505117206.2,NSF Award 0806776,0806776
autogen.2016032220511050211.2,NSF Award 1303730,1303730
autogen.2016032220511386212.2,NSF Award 0806202,0806202
autogen.2016032220511777213.3,0806202,0806202
autogen.2016032220513330717.3,NSF Award 1201733,1201733
autogen.2016032220513330717.3,NSF Award 1202060,1202060
autogen.2016032220514077519.2,NSF Award 0902130,0902130
autogen.2016032220514789521.3,NSF Award 1107942,1107942
autogen.2016032220514789521.3,NSF Award 0550109,0550109
autogen.2016032220520289625.2,NSF Award 0909538,0909538
autogen.2016032220520289625.2,NSF Award 0909514,0909514
autogen.2016032220520289625.2,NSF Award 0909510,0909510
autogen.2016032220524182435.3,1203146,1203146
autogen.2016032220524529536.2,NSF Award 1203473,1203473
autogen.2016032220525231338.4,1203473,1203473
autogen.2016032220525610839.3,1203146,1203146
autogen.2016032220525610839.3,1203473,1203473
autogen.2016032220530353841.2,NSF Award 0909274,0909274
autogen.2016032220530678542.3,1130008,1130008
autogen.2016032220530678542.3,0909274,0909274
autogen.2016032220531375644.2,NSF Award 0909048,0909048
autogen.2016032220532182546.2,NSF Award 0909495,0909495
autogen.2016032220533282949.2,NSF Award 0909499,0909499
autogen.2016032220533625850.3,NSF Award 1023462,1023462
autogen.2016032220533986351.3,NSF Award 1023462,1023462
autogen.2016032220534358052.3,NSF Award 1023462,1023462
autogen.2016032220534686853.2,NSF Award 0710891,0710891
autogen.2016032220535380455.2,NSF Award 0732948,0732948
autogen.2016032220540049157.2,NSF Award 1108425,1108425
autogen.2016032220540351058.2,NSF Award 1022475,1022475
autogen.2016032220540351058.2,NSF Award 1023529,1023529
autogen.2016032220540351058.2,NSF Award 1022475,1022475
autogen.2016032220540687559.4,1203583,1203583
autogen.2016032220541012460.5,1203583,1203583
autogen.2016032220541678462.2,NSF Award 0909523,0909523
autogen.2016032220541678462.2,NSF Award 0908200,0908200
autogen.2016032220541678462.2,NSF Award 0909354,0909354
autogen.2016032220541678462.2,NSF Award 0909362,0909362
autogen.2016032220543254766.3,NSF Award 0903124,0903124
autogen.2016032220543254766.3,NSF Award 0902392,0902392
autogen.2016032220543254766.3,NSF Award 0902240,0902240
autogen.2016032220543254766.3,NSF Award 0902734,0902734
autogen.2016032220543525067.2,NSF Award 1042531,1042531
autogen.2016032220543895668.3,NSF Award 1203262,1203262
autogen.2016032220543895668.3,NSF Award 1203267,1203267
autogen.2016032220544630770.2,NSF Award 0902175,0902175
autogen.2016032220544630770.2,NSF Award 0531180,0531180
autogen.2016032220544630770.2,NSF Award 0902152,0902152
autogen.2016032220550981676.3,NSF Award 0902126,0902126
autogen.2016032220550981676.3,NSF Award 0902153,0902153
autogen.2016032220551653378.2,NSF Award 1023348,1023348
autogen.2016032220552757081.3,1023348,1023348
autogen.2016032220553146382.2,NSF Award 1208635,1208635
autogen.2016032220553957584.2,NSF Award 0806465,0806465
autogen.2016032220553957584.2,NSF Award  0806271,0806271
autogen.2016032220553957584.2,NSF Award 0806271,0806271
autogen.2016032220554279485.2,NSF Award 0806451,0806451
autogen.2016032220554558286.2,NSF Award 1204145,1204145
autogen.2016032220555583489.3,NSF Award 0909454,0909454
autogen.2016032220555583489.3,NSF Award 0908156,0908156
autogen.2016032220560613492.3,0909431,0909431
autogen.2016032220561576595.2,NSF Award 0902184,0902184
autogen.2016032220561576595.2,NSF Award 0902096,0902096
autogen.2016032220562750898.2,NSF Award 0909374,0909374
autogen.2016032220564228801.2,NSF Award 0714078,0714078
autogen.2016032220564888103.3,NSF Award 0806339,0806339
autogen.2016032220564888103.3,NSF Award 0806414,0806414
autogen.2016032220564888103.3,NSF Award 0806377,0806377
autogen.2016032220564888103.3,NSF Award 0806407,0806407
autogen.2016032220565238904.3,0806414,0806414
autogen.2016032220565238904.3,0806377,0806377
autogen.2016032220570743708.2,NSF Award 1107792,1107792
autogen.2016032220571201409.2,NSF Award 1107792,1107792
autogen.2016032220571577210.2,NSF Award 1107792,1107792
autogen.2016032220571952611.2,NSF Award 1107792,1107792
autogen.2016032220572388712.2,NSF Award 1107792,1107792
autogen.2016032220575060619.3,NSF Award 1107607,1107607
autogen.2016032220575060619.3,NSF Award 1107792,1107792
autogen.2016032220575060619.3,NSF Award 1107481,1107481
autogen.2016032220575060619.3,NSF Award 1107596,1107596
autogen.2016032220575840021.2,NSF Award 1107792,1107792
autogen.2016032220583506830.3,NSF Award 0803352,0803352
autogen.2016032220584714833.2,NSF Award 1003740,1003740
autogen.2016032220584714833.2,NSF Award 1003777,1003777
autogen.2016032220591086239.2,NSF Award 0230236,0230236
autogen.2016032220591327340.8,NSF Award 1417745,1417745
autogen.2016032220592405443.2,NSF Award 0528632,0528632
autogen.2016032220592777644.2,NSF Award 0856845,0856845
autogen.2016032220593118945.2,NSF Award 0856531,0856531
autogen.2016032220593386146.2,NSF Award 0632296,0632296
autogen.2016032220593386146.2,NSF Award 0632313,0632313
autogen.2016032221001385756.5,1503672,1503672
autogen.2016032221001385756.5,0520287,0520287
autogen.2016032221001385756.5,0856292,0856292
autogen.2016032221002191458.3,0336450,0336450
autogen.2016032221004557664.3,0336450,0336450
autogen.2016032221010455269.2,NSF Award 0336450,0336450
autogen.2016032221010799870.2,NSF Award 0336450,0336450
autogen.2016032221013553377.3,NSF Award 0632400,0632400
autogen.2016032221013553377.3,NSF Award 0520578,0520578
autogen.2016032221013553377.3,NSF Award 0856864,0856864
autogen.2016032221013553377.3,NSF Award 1304271,1304271
autogen.2016032221014715680.9,0520578,0520578
autogen.2016032221014715680.9,0632400,0632400
autogen.2016032221014715680.9,0856864,0856864
autogen.2016032221015096181.3,0632400,0632400
autogen.2016032221015484382.8,0856864,0856864
autogen.2016032221015484382.8,1304271,1304271
autogen.2016032221020309384.21,0520578,0520578
autogen.2016032221020309384.21,0632400,0632400
autogen.2016032221021401187.2,NSF Award 0612452,0612452
autogen.2016032221021779588.3,0852077,0852077
autogen.2016032221022186889.2,NSF Award 0852077,0852077
autogen.2016032221025233897.2,NSF Award 0732726,0732726
autogen.2016032221031547902.3,NSF Award 1022843,1022843
autogen.2016032221033504407.3,NSF Award 1022843,1022843
autogen.2016032221033504407.3,NSF Award 0230236,0230236
autogen.2016032221033805508.2,NSF Award 0935336,0935336
autogen.2016032221035301712.2,NSF Award 1023281,1023281
autogen.2016032221035962714.2,NSF Award 0632345,0632345
autogen.2016032221043431123.2,NSF Award 1026911,1026911
autogen.2016032221051416033.3,NSF Award 0909571,0909571
autogen.2016032221053629239.2,NSF Award 0611995,0611995
autogen.2016032221055150543.2,NSF Award 0856853,0856853
autogen.2016032221055525644.2,NSF Award 1023619,1023619
autogen.2016032221061385149.2,NSF Award 0908724,0908724
autogen.2016032221061658550.2,NSF Award 1304011,1304011
autogen.2016032221062310552.16,1108391,1108391
autogen.2016032221063047654.2,NSF Award 0732556,0732556
autogen.2016032221064136157.2,NSF Award 1216385,1216385
autogen.2016032221085170290.2,NSF Award 0902106,0902106
autogen.2016032221085170290.2,NSF Award 0902029,0902029
autogen.2016032221085170290.2,NSF Award 0902113,0902113
autogen.2016032221085506391.2,NSF Award 1203268,1203268
autogen.2016032221085831492.2,NSF Award 1203472,1203472
autogen.2016032221085831492.2,NSF Award 1332268,1332268
autogen.2016032221085831492.2,NSF Award 1332274,1332274
autogen.2016032221085831492.2,NSF Award 1203093,1203093
autogen.2016032221093533101.3,1023623,1023623
autogen.2016032221094941905.3,1023623,1023623
autogen.2016032221101985713.3,1023623,1023623
autogen.2016032221102379014.2,NSF Award 1023623,1023623
autogen.2016032221103808118.3,1023623,1023623
autogen.2016032221111427828.2,NSF Award 0612391,0612391
autogen.2016032221111743129.3,NSF Award 1023686,1023686
autogen.2016032221112428131.2,NSF Award 1304681,1304681
autogen.2016032221112727332.2,NSF Award 1304807,1304807
autogen.2016032221114013035.2,NSF Award 0909372,0909372
autogen.2016032221114707037.2,NSF Award 1023283,1023283
autogen.2016032221115081238.2,NSF Award ONR-N00014,00014
autogen.2016032221115081238.2,NSF Award NSF-ANS-1023283,1023283
autogen.2016032221115081238.2,NSF Award NSF-ARC-1021274,1021274
autogen.2016032221121133243.2,NSF Award 0909388,0909388
autogen.2016032221121449944.2,NSF Award 0909388,0909388
autogen.2016032221122157346.2,NSF Award 1038596,1038596
autogen.2016032221122807548.2,NSF Award 1219344,1219344
autogen.2016032221123450650.2,NSF Award 1203240,1203240
autogen.2016032221123780551.10,1303879,1303879
autogen.2016032221123780551.10,0856559,0856559
autogen.2016032221124149652.11,1303879,1303879
autogen.2016032221124149652.11,0856559,0856559
autogen.2016032221124583753.6, NSF Award 0856773,0856773
autogen.2016032221124583753.6,    NSF Award 0904152,0904152
autogen.2016032221124583753.6,   0856559,0856559
autogen.2016032221124583753.6,   1303879,1303879
autogen.2016032221124583753.6,  0856559,0856559
autogen.2016032221124583753.6,  1303879,1303879
autogen.2016032221124583753.6, 0856559,0856559
autogen.2016032221124583753.6, 1303879,1303879
autogen.2016032221124583753.6,0856559,0856559
autogen.2016032221124583753.6,1303879,1303879
autogen.2016032221124958854.9,1303879,1303879
autogen.2016032221124958854.9,0856559,0856559
autogen.2016032221125359655.10,NSF Award 0904152,0904152
autogen.2016032221125676956.19,1303879,1303879
autogen.2016032221125676956.19,0856559,0856559
autogen.2016032221130079157.9,NSF Award 0904152,0904152
autogen.2016032221130079157.9,NSF Award PLR1414314,1414314
autogen.2016032221130440358.10,1303879,1303879
autogen.2016032221130440358.10,0856559,0856559
autogen.2016032221130783859.11,NSF Award 0904152,0904152
autogen.2016032221130783859.11,0856559,0856559
autogen.2016032221130783859.11,1303879,1303879
autogen.2016032221131157360.11,1303879,1303879
autogen.2016032221131157360.11, 0856559,0856559
autogen.2016032221131157360.11,0856559,0856559
autogen.2016032221131551961.6,1023477,1023477
autogen.2016032221131551961.6,1023669,1023669
autogen.2016032221131911462.8,ARC-1023477,1023477
autogen.2016032221131911462.8,ARC-1023669,1023669
autogen.2016032221132578564.8,ARC-1023477,1023477
autogen.2016032221132578564.8,ARC-1023669,1023669
autogen.2016032221134053968.12,1023477,1023477
autogen.2016032221134053968.12,1023669,1023669
autogen.2016032221141335376.5,1107106,1107106
autogen.2016032221141681077.4,1107106,1107106
autogen.2016032221142436179.6,1107106,1107106
autogen.2016032221142846080.5,1107106,1107106
autogen.2016032221143281381.4,1107106,1107106
autogen.2016032221143690082.4,1107106,1107106
autogen.2016032221144013383.2,NSF Award 0909377,0909377
autogen.2016032221144648785.2,NSF Award 0327664,0327664
autogen.2016032221144915686.8,0327664,0327664
autogen.2016032221145732188.4,NSF Award 0813635,0813635
autogen.2016032221151205592.3,NSF Award 0732885,0732885
autogen.2016032221151514093.4,0733074,0733074
autogen.2016032221165038918.2,NSF Award 0638408,0638408
autogen.2016032221165038918.2,NSF Award 0638413,0638413
autogen.2016032221170441222.3,NSF Award 1023537,1023537
autogen.2016032221171383825.3,NSF Award 1022979,1022979
autogen.2016032221171658226.2,NSF Award 0335941,0335941
autogen.2016032221172421528.3,NSF Award 1107398,1107398
autogen.2016032221173059230.3,NSF Award 1204247,1204247
autogen.2016032221173382831.3,1203492,1203492
autogen.2016032221173709532.3,NSF Award 1203492,1203492
autogen.2016032221174049533.3,1108427,1108427
autogen.2016032221174456134.2,NSF Award 1108427,1108427
autogen.2016032221174778935.4,1416961,1416961
autogen.2016032221174778935.4,1417128,1417128
autogen.2016032221174778935.4,1417815,1417815
autogen.2016032221175530637.3,NSF Award 1023582,1023582
autogen.2016032221175530637.3,NSF Award 1023465,1023465
autogen.2016032221175817438.2,NSF Award 1255228,1255228
autogen.2016032221175817438.2,NSF Award 1210728,1210728
autogen.2016032221180369140.2,NSF Award 0806506,0806506
autogen.2016032221180981642.2,NSF Award 99999,99999
autogen.2016032221181970345.3,NSF Award 1107761,1107761
autogen.2016032221185158654.2,NSF Award 0909432,0909432
autogen.2016032221185158654.2,NSF Award 0909432,0909432
autogen.2016032221185806456.2,NSF Award 0352687,0352687
autogen.2016032221185806456.2,NSF Award 0352754,0352754
autogen.2016032221185806456.2,NSF Award 0352984,0352984
autogen.2016032221190571258.3,0326109,0326109
autogen.2016032221193159965.3,NSF Award 9910335,9910335
autogen.2016032221193159965.3,NSF Award 9910305,9910305
autogen.2016032221200122774.3,9910335,9910335
autogen.2016032221200122774.3,9910305,9910305
autogen.2016032221200122774.3,0634122,0634122
autogen.2016032221202412480.2,NSF Award 0732846,0732846
autogen.2016032221202412480.2,NSF Award 0732857,0732857
autogen.2016032221203485883.2,NSF Award 0632201,0632201
autogen.2016032221203808884.2,NSF Award 0520328,0520328
autogen.2016032221204158385.2,NSF Award 1107645,1107645
autogen.2016032221204483886.2,NSF Award 1111395,1111395
autogen.2016032221205109588.2,NSF Award 0632387,0632387
autogen.2016032221205441289.22,1107346,1107346
autogen.2016032221205808990.25,1107346,1107346
autogen.2016032221210178191.4,NSF Award 1107346,1107346
autogen.2016032221210489592.15,1107346,1107346
autogen.2016032221210834093.2,NSF Award 0902146,0902146
autogen.2016032221211179994.2,NSF Award 0902146,0902146
autogen.2016032221211559495.3,NSF Award 1421603,1421603
autogen.2016032221212790398.2,NSF Award 0909349,0909349
autogen.2016032221214238501.2,NSF Award 1044610,1044610
autogen.2016032221215675105.4,NSF Award 1303991,1303991
autogen.2016032221220577108.2,NSF Award 1217575,1217575
autogen.2016032221220909409.3,NSF Award 1204169,1204169
autogen.2016032221221908312.3,NSF Award 1107524,1107524
autogen.2016032221224012918.3,NSF Award 1256669,1256669
autogen.2016032221224690020.2,NSF Award 1205152,1205152
autogen.2016032221225421322.2,NSF Award 1140098,1140098
autogen.2016032221225724323.2,NSF Award 0909502,0909502
autogen.2016032221230336525.3,NSF Award 1107343,1107343
autogen.2016032221231049727.3,NSF Award 1107343,1107343
autogen.2016032221234178935.2,NSF Award 0808604,0808604
autogen.2016032221240679442.2,NSF Award 1021274,1021274
autogen.2016032221240987743.2,NSF Award NSF-ANS-1023283,1023283
autogen.2016032221240987743.2,NSF Award NSF-ARC-1021274,1021274
autogen.2016032221240987743.2,NSF Award ONR-N00014,00014
autogen.2016032221241417744.2,NSF Award 999999,999999
autogen.2016032221242856548.4,NSF Award 1304464,1304464
autogen.2016032221242856548.4,NSF Award 1304040,1304040
autogen.2016032221242856548.4,NSF Award 1623764,1623764
autogen.2016032221243609550.3,NSF Award 1304464,1304464
autogen.2016032221243609550.3,NSF Award 1304040,1304040
autogen.2016032221250209857.2,NSF Award 0807094,0807094
autogen.2016032221252482863.7,1303766,1303766
autogen.2016032221253192065.2,NSF Award 0842779,0842779
autogen.2016032221253506466.2,NSF Award 0805703,0805703
autogen.2016032221253838367.2,NSF Award 1022710,1022710
autogen.2016032221253838367.2,NSF Award 1023662,1023662
autogen.2016032221253838367.2,NSF Award 1412805,1412805
autogen.2016032221254162668.3,1023662,1023662
autogen.2016032221254162668.3,1022710,1022710
autogen.2016032221254162668.3,1412805,1412805
autogen.2016032221254607269.2,NSF Award 1107725,1107725
autogen.2016032221260173573.2,NSF Award 1107725,1107725
autogen.2016032221260517374.2,NSF Award 1107725,1107725
autogen.2016032221260941475.2,NSF Award 1304137,1304137
autogen.2016032221261617777.3,NSF Award 1203640,1203640
autogen.2016032221263139681.5,NSF Award 1107981,1107981
autogen.2016032221264257784.11,1023396,1023396
autogen.2016032221264762085.2,NSF Award 1023396,1023396
autogen.20160322212744205100.4,NSF Award 0806394,0806394
autogen.20160322212744205100.4,NSF Award 0806465,0806465
autogen.20160322212744205100.4,NSF Award 0806271,0806271
autogen.20160322212744205100.4,NSF Award 0806399,0806399
autogen.20160322212744205100.4,NSF Award 0806341,0806341
autogen.20160322212744205100.4,NSF Award 0806329,0806329
autogen.20160322212744205100.4,NSF Award 0806254,0806254
autogen.20160322212744205100.4,NSF Award 0806451,0806451
autogen.2016032221282056809.3,NSF Award 1022703,1022703
autogen.2016032221282362110.3,NSF Award 1022703,1022703
autogen.2016032221282742011.3,NSF Award 1022703,1022703
autogen.2016032221283117612.3,NSF Award 1022703,1022703
autogen.2016032221283448513.3,NSF Award 1022703,1022703
autogen.2016032221283811014.3,NSF Award 1022703,1022703
autogen.2016032221284170015.3,NSF Award 1022703,1022703
autogen.2016032221284414116.3,NSF Award 1022703,1022703
autogen.2016032221284734917.3,NSF Award 1022703,1022703
autogen.2016032221285109218.3,NSF Award 1022703,1022703
autogen.2016032221285436219.3,NSF Award 1022703,1022703
autogen.2016032221285775520.3,NSF Award 1022703,1022703
autogen.2016032221290064021.3,NSF Award 1022703,1022703
autogen.2016032221290381622.3,NSF Award 1022703,1022703
autogen.2016032221290682123.3,NSF Award 1022703,1022703
autogen.2016032221290964024.3,NSF Award 1022703,1022703
autogen.2016032221291336425.3,NSF Award 1022703,1022703
autogen.2016032221291711926.3,NSF Award 1022703,1022703
autogen.2016032221292114527.3,NSF Award 1022703,1022703
autogen.2016032221292539328.3,NSF Award 1022703,1022703
autogen.2016032221292843929.3,NSF Award 1022703,1022703
autogen.2016032221293167930.3,NSF Award 1022703,1022703
autogen.2016032221293508331.3,NSF Award 1022703,1022703
autogen.2016032221293863132.3,NSF Award 1022703,1022703
autogen.2016032221294216033.3,NSF Award 1022703,1022703
autogen.2016032221294523734.3,NSF Award 1022703,1022703
autogen.2016032221294777835.4,NSF Award 1022703,1022703
autogen.2016032221295210536.4,NSF Award 1022703,1022703
autogen.2016032221300247239.3,NSF Award 1107695,1107695
autogen.2016032221304772150.3,NSF Award 0632144,0632144
autogen.2016032221304772150.3,NSF Award 0632184,0632184
autogen.2016032221304772150.3,NSF Award 0632263,0632263
autogen.2016032221304772150.3,NSF Award 0632277,0632277
autogen.2016032221314987266.2,NSF Award 0936365,0936365
autogen.2016032221315314467.3,NSF Award 1107428,1107428
autogen.2016032221315619368.2,NSF Award 1107428,1107428
autogen.2016032221321118372.2,NSF Award 1263650,1263650
autogen.2016032221322164575.2,NSF Award 0856214,0856214
autogen.2016032221322164575.2,NSF Award 0856330,0856330
autogen.2016032221322164575.2,NSF Award 0856808,0856808
autogen.2016032221341417503.3,0856710,0856710
autogen.2016032221370329848.9,NSF Award 0856710,0856710
autogen.2016032221370329848.9,NSF Award 0856516,0856516
autogen.2016032221370329848.9,NSF Award 0856628,0856628
autogen.2016032221370329848.9,NSF Award 0856728,0856728
autogen.2016032221390646480.3,NSF Award 0856710,0856710
autogen.2016032221390646480.3,NSF Award 0856516,0856516
autogen.2016032221390646480.3,NSF Award 0856628,0856628
autogen.2016032221390646480.3,NSF Award 0856728,0856728
autogen.2016032221401795698.3,NSF Award 0856710,0856710
autogen.2016032221401795698.3,NSF Award 0856516,0856516
autogen.2016032221401795698.3,NSF Award 0856628,0856628
autogen.2016032221401795698.3,NSF Award 0856728,0856728
autogen.2016032221403916102.3,NSF Award 0856710,0856710
autogen.2016032221403916102.3,NSF Award 0856516,0856516
autogen.2016032221403916102.3,NSF Award 0856628,0856628
autogen.2016032221403916102.3,NSF Award 0856728,0856728
autogen.2016032221405116905.3,NSF Award 0856710,0856710
autogen.2016032221405116905.3,NSF Award 0856516,0856516
autogen.2016032221405116905.3,NSF Award 0856628,0856628
autogen.2016032221405116905.3,NSF Award 0856728,0856728
autogen.2016032221414416619.3,NSF Award 0856710,0856710
autogen.2016032221414416619.3,NSF Award 0856516,0856516
