file,funding,funding_num,pubDate
autogen.2016032220520289625.2,NSF Award 0909538,0909538,2013-11-12
autogen.2016032220520289625.2,NSF Award 0909514,0909514,2013-11-12
autogen.2016032220520289625.2,NSF Award 0909510,0909510,2013-11-12
autogen.2016032220524182435.3,1203146,1203146,2015-07-15
autogen.2016032220524529536.2,NSF Award 1203473,1203473,2014-04-29
autogen.2016032220525231338.4,1203473,1203473,2016-06-30
autogen.2016032220525610839.3,1203146,1203146,2015-06-23
autogen.2016032220525610839.3,1203473,1203473,2015-06-23
autogen.2016032220530353841.2,NSF Award 0909274,0909274,2014-10-16
autogen.2016032220530678542.3,1130008,1130008,2014-10-16
autogen.2016032220530678542.3,0909274,0909274,2014-10-16
autogen.2016032220531375644.2,NSF Award 0909048,0909048,2013-10-21
autogen.2016032220532182546.2,NSF Award 0909495,0909495,2014-01-05
autogen.2016032220533282949.2,NSF Award 0909499,0909499,2014-01-20
autogen.2016032220533625850.3,NSF Award 1023462,1023462,2014-10-28
autogen.2016032220533986351.3,NSF Award 1023462,1023462,2014-10-28
autogen.2016032220534358052.3,NSF Award 1023462,1023462,2014-10-10
autogen.2016032220534686853.2,NSF Award 0710891,0710891,2013-03-05
autogen.2016032220535380455.2,NSF Award 0732948,0732948,2013-02-19
autogen.2016032220540049157.2,NSF Award 1108425,1108425,2012-11-12
autogen.2016032220540351058.2,NSF Award 1022475,1022475,2012-11-09
autogen.2016032220540351058.2,NSF Award 1023529,1023529,2012-11-09
autogen.2016032220540351058.2,NSF Award 1022475,1022475,2012-11-09
autogen.2016032220540687559.4,1203583,1203583,2017-11-16
autogen.2016032220541012460.5,1203583,1203583,2018-01-10
autogen.2016032220541678462.2,NSF Award 0909523,0909523,2013-04-30
autogen.2016032220541678462.2,NSF Award 0908200,0908200,2013-04-30
autogen.2016032220541678462.2,NSF Award 0909354,0909354,2013-04-30
autogen.2016032220541678462.2,NSF Award 0909362,0909362,2013-04-30
autogen.2016032220543254766.3,NSF Award 0903124,0903124,2013-02-25
autogen.2016032220543254766.3,NSF Award 0902392,0902392,2013-02-25
autogen.2016032220543254766.3,NSF Award 0902240,0902240,2013-02-25
autogen.2016032220543254766.3,NSF Award 0902734,0902734,2013-02-25
autogen.2016032220543525067.2,NSF Award 1042531,1042531,2013-02-04
autogen.2016032220543895668.3,NSF Award 1203262,1203262,2014-03-10
autogen.2016032220543895668.3,NSF Award 1203267,1203267,2014-03-10
autogen.2016032220544630770.2,NSF Award 0902175,0902175,2012-09-26
autogen.2016032220544630770.2,NSF Award 0531180,0531180,2012-09-26
autogen.2016032220544630770.2,NSF Award 0902152,0902152,2012-09-26
autogen.2016032220550981676.3,NSF Award 0902126,0902126,2013-12-11
autogen.2016032220550981676.3,NSF Award 0902153,0902153,2013-12-11
autogen.2016032220551653378.2,NSF Award 1023348,1023348,2013-09-05
autogen.2016032220552757081.3,1023348,1023348,2015-04-14
autogen.2016032220553146382.2,NSF Award 1208635,1208635,2014-05-20
autogen.2016032220553957584.2,NSF Award 0806465,0806465,2013-11-15
autogen.2016032220553957584.2,NSF Award  0806271,0806271,2013-11-15
autogen.2016032220553957584.2,NSF Award 0806271,0806271,2013-11-15
autogen.2016032220554279485.2,NSF Award 0806451,0806451,2013-08-31
autogen.2016032220554558286.2,NSF Award 1204145,1204145,2014-07-10
autogen.2016032220555583489.3,NSF Award 0909454,0909454,2014-05-22
autogen.2016032220555583489.3,NSF Award 0908156,0908156,2014-05-22
autogen.2016032220560613492.3,0909431,0909431,2014-02-13
autogen.2016032220561576595.2,NSF Award 0902184,0902184,2012-11-12
autogen.2016032220561576595.2,NSF Award 0902096,0902096,2012-11-12
autogen.2016032220562750898.2,NSF Award 0909374,0909374,2013-06-04
autogen.2016032220564228801.2,NSF Award 0714078,0714078,2013-11-25
autogen.2016032220564888103.3,NSF Award 0806339,0806339,2012-09-10
autogen.2016032220564888103.3,NSF Award 0806414,0806414,2012-09-10
autogen.2016032220564888103.3,NSF Award 0806377,0806377,2012-09-10
autogen.2016032220564888103.3,NSF Award 0806407,0806407,2012-09-10
autogen.2016032220565238904.3,0806414,0806414,2014-11-02
autogen.2016032220565238904.3,0806377,0806377,2014-11-02
autogen.2016032220570743708.2,NSF Award 1107792,1107792,2014-10-27
autogen.2016032220571201409.2,NSF Award 1107792,1107792,2015-11-29
autogen.2016032220571577210.2,NSF Award 1107792,1107792,2015-11-29
autogen.2016032220571952611.2,NSF Award 1107792,1107792,2015-11-29
autogen.2016032220572388712.2,NSF Award 1107792,1107792,2014-10-27
autogen.2016032220575060619.3,NSF Award 1107607,1107607,2012-11-01
autogen.2016032220575060619.3,NSF Award 1107792,1107792,2012-11-01
autogen.2016032220575060619.3,NSF Award 1107481,1107481,2012-11-01
autogen.2016032220575060619.3,NSF Award 1107596,1107596,2012-11-01
autogen.2016032220575840021.2,NSF Award 1107792,1107792,2014-10-27
autogen.2016032220583506830.3,NSF Award 0803352,0803352,2012-09-27
autogen.2016032220584714833.2,NSF Award 1003740,1003740,2013-08-30
autogen.2016032220584714833.2,NSF Award 1003777,1003777,2013-08-30
autogen.2016032220591086239.2,NSF Award 0230236,0230236,2013-10-24
autogen.2016032220591327340.8,NSF Award 1417745,1417745,2014-07-29
autogen.2016032220592405443.2,NSF Award 0528632,0528632,2009-11-18
autogen.2016032220592777644.2,NSF Award 0856845,0856845,2014-07-11
autogen.2016032220593118945.2,NSF Award 0856531,0856531,2014-07-11
autogen.2016032220593386146.2,NSF Award 0632296,0632296,2009-11-18
autogen.2016032220593386146.2,NSF Award 0632313,0632313,2009-11-18
autogen.2016032221001385756.5,1503672,1503672,2009-11-18
autogen.2016032221001385756.5,0520287,0520287,2009-11-18
autogen.2016032221001385756.5,0856292,0856292,2009-11-18
autogen.2016032221002191458.3,0336450,0336450,2009-11-18
autogen.2016032221004557664.3,0336450,0336450,2009-11-18
autogen.2016032221010455269.2,NSF Award 0336450,0336450,2009-11-18
autogen.2016032221010799870.2,NSF Award 0336450,0336450,2013-02-04
autogen.2016032221013553377.3,NSF Award 0632400,0632400,2009-11-18
autogen.2016032221013553377.3,NSF Award 0520578,0520578,2009-11-18
autogen.2016032221013553377.3,NSF Award 0856864,0856864,2009-11-18
autogen.2016032221013553377.3,NSF Award 1304271,1304271,2009-11-18
autogen.2016032221014715680.9,0520578,0520578,2009-11-18
autogen.2016032221014715680.9,0632400,0632400,2009-11-18
autogen.2016032221014715680.9,0856864,0856864,2009-11-18
autogen.2016032221015096181.3,0632400,0632400,2009-11-18
autogen.2016032221015484382.8,0856864,0856864,2017-02-22
autogen.2016032221015484382.8,1304271,1304271,2017-02-22
autogen.2016032221020309384.21,0520578,0520578,2009-11-18
autogen.2016032221020309384.21,0632400,0632400,2009-11-18
autogen.2016032221021401187.2,NSF Award 0612452,0612452,2009-11-18
autogen.2016032221021779588.3,0852077,0852077,2014-06-26
autogen.2016032221022186889.2,NSF Award 0852077,0852077,2014-06-25
autogen.2016032221025233897.2,NSF Award 0732726,0732726,2009-11-18
autogen.2016032221031547902.3,NSF Award 1022843,1022843,2014-09-29
autogen.2016032221033504407.3,NSF Award 1022843,1022843,2013-10-24
autogen.2016032221033504407.3,NSF Award 0230236,0230236,2013-10-24
autogen.2016032221033805508.2,NSF Award 0935336,0935336,2013-02-22
autogen.2016032221035301712.2,NSF Award 1023281,1023281,2015-05-27
autogen.2016032221035962714.2,NSF Award 0632345,0632345,2009-11-18
autogen.2016032221043431123.2,NSF Award 1026911,1026911,2014-11-24
autogen.2016032221051416033.3,NSF Award 0909571,0909571,2014-02-11
autogen.2016032221053629239.2,NSF Award 0611995,0611995,2012-05-09
autogen.2016032221055150543.2,NSF Award 0856853,0856853,2010-03-23
autogen.2016032221055525644.2,NSF Award 1023619,1023619,2015-05-20
autogen.2016032221061385149.2,NSF Award 0908724,0908724,2014-01-08
autogen.2016032221061658550.2,NSF Award 1304011,1304011,2015-11-06
autogen.2016032221062310552.16,1108391,1108391,2017-12-08
autogen.2016032221063047654.2,NSF Award 0732556,0732556,2009-11-18
autogen.2016032221064136157.2,NSF Award 1216385,1216385,2015-06-03
autogen.2016032221085170290.2,NSF Award 0902106,0902106,2013-11-25
autogen.2016032221085170290.2,NSF Award 0902029,0902029,2013-11-25
autogen.2016032221085170290.2,NSF Award 0902113,0902113,2013-11-25
autogen.2016032221085506391.2,NSF Award 1203268,1203268,2015-05-27
autogen.2016032221085831492.2,NSF Award 1203472,1203472,2015-11-06
autogen.2016032221085831492.2,NSF Award 1332268,1332268,2015-11-06
autogen.2016032221085831492.2,NSF Award 1332274,1332274,2015-11-06
autogen.2016032221085831492.2,NSF Award 1203093,1203093,2015-11-06
autogen.2016032221093533101.3,1023623,1023623,2016-02-07
autogen.2016032221094941905.3,1023623,1023623,2016-02-07
autogen.2016032221101985713.3,1023623,1023623,2016-02-07
autogen.2016032221102379014.2,NSF Award 1023623,1023623,2015-05-06
autogen.2016032221103808118.3,1023623,1023623,2016-02-07
autogen.2016032221111427828.2,NSF Award 0612391,0612391,2009-11-18
autogen.2016032221111743129.3,NSF Award 1023686,1023686,2015-04-28
autogen.2016032221112428131.2,NSF Award 1304681,1304681,2015-05-06
autogen.2016032221112727332.2,NSF Award 1304807,1304807,2014-12-08
autogen.2016032221114013035.2,NSF Award 0909372,0909372,2013-12-18
autogen.2016032221114707037.2,NSF Award 1023283,1023283,2015-11-23
autogen.2016032221115081238.2,NSF Award ONR-N00014,00014,2015-11-23
autogen.2016032221115081238.2,NSF Award NSF-ANS-1023283,1023283,2015-11-23
autogen.2016032221115081238.2,NSF Award NSF-ARC-1021274,1021274,2015-11-23
autogen.2016032221121133243.2,NSF Award 0909388,0909388,2013-05-28
autogen.2016032221121449944.2,NSF Award 0909388,0909388,2015-03-10
autogen.2016032221122157346.2,NSF Award 1038596,1038596,2014-12-03
autogen.2016032221122807548.2,NSF Award 1219344,1219344,2015-05-15
autogen.2016032221123450650.2,NSF Award 1203240,1203240,2014-10-30
autogen.2016032221123780551.10,1303879,1303879,2010
autogen.2016032221123780551.10,0856559,0856559,2010
autogen.2016032221124149652.11,1303879,1303879,2010
autogen.2016032221124149652.11,0856559,0856559,2010
autogen.2016032221124583753.6, NSF Award 0856773,0856773,2016-10-14
autogen.2016032221124583753.6,    NSF Award 0904152,0904152,2016-10-14
autogen.2016032221124583753.6,   0856559,0856559,2016-10-14
autogen.2016032221124583753.6,   1303879,1303879,2016-10-14
autogen.2016032221124583753.6,  0856559,0856559,2016-10-14
autogen.2016032221124583753.6,  1303879,1303879,2016-10-14
autogen.2016032221124583753.6, 0856559,0856559,2016-10-14
autogen.2016032221124583753.6, 1303879,1303879,2016-10-14
autogen.2016032221124583753.6,0856559,0856559,2016-10-14
autogen.2016032221124583753.6,1303879,1303879,2016-10-14
autogen.2016032221124958854.9,1303879,1303879,2010
autogen.2016032221124958854.9,0856559,0856559,2010
autogen.2016032221125359655.10,NSF Award 0904152,0904152,2010
autogen.2016032221125676956.19,1303879,1303879,2010
autogen.2016032221125676956.19,0856559,0856559,2010
autogen.2016032221130079157.9,NSF Award 0904152,0904152,2010-06-05
autogen.2016032221130079157.9,NSF Award PLR1414314,1414314,2010-06-05
autogen.2016032221130440358.10,1303879,1303879,2010
autogen.2016032221130440358.10,0856559,0856559,2010
autogen.2016032221130783859.11,NSF Award 0904152,0904152,2010
autogen.2016032221130783859.11,0856559,0856559,2010
autogen.2016032221130783859.11,1303879,1303879,2010
autogen.2016032221131157360.11,1303879,1303879,2010
autogen.2016032221131157360.11, 0856559,0856559,2010
autogen.2016032221131157360.11,0856559,0856559,2010
autogen.2016032221131551961.6,1023477,1023477,2015-12-01
autogen.2016032221131551961.6,1023669,1023669,2015-12-01
autogen.2016032221131911462.8,ARC-1023477,1023477,2015-12-06
autogen.2016032221131911462.8,ARC-1023669,1023669,2015-12-06
autogen.2016032221132578564.8,ARC-1023477,1023477,2015-12-08
autogen.2016032221132578564.8,ARC-1023669,1023669,2015-12-08
autogen.2016032221134053968.12,1023477,1023477,2015-12-07
autogen.2016032221134053968.12,1023669,1023669,2015-12-07
autogen.2016032221141335376.5,1107106,1107106,2015-06-25
autogen.2016032221141681077.4,1107106,1107106,2014-10-19
autogen.2016032221142436179.6,1107106,1107106,2014-10-07
autogen.2016032221142846080.5,1107106,1107106,2015-06-25
autogen.2016032221143281381.4,1107106,1107106,2014-10-19
autogen.2016032221143690082.4,1107106,1107106,2017-03-09
autogen.2016032221144013383.2,NSF Award 0909377,0909377,2013-09-05
autogen.2016032221144648785.2,NSF Award 0327664,0327664,2014-08-01
autogen.2016032221144915686.8,0327664,0327664,2016-11-03
autogen.2016032221145732188.4,NSF Award 0813635,0813635,2015-08-10
autogen.2016032221151205592.3,NSF Award 0732885,0732885,2013-01-14
autogen.2016032221151514093.4,0733074,0733074,2014-06-18
autogen.2016032221165038918.2,NSF Award 0638408,0638408,2009-11-18
autogen.2016032221165038918.2,NSF Award 0638413,0638413,2009-11-18
autogen.2016032221170441222.3,NSF Award 1023537,1023537,2014-06-18
autogen.2016032221171383825.3,NSF Award 1022979,1022979,2015-12-04
autogen.2016032221171658226.2,NSF Award 0335941,0335941,2009-11-18
autogen.2016032221172421528.3,NSF Award 1107398,1107398,2014-05-02
autogen.2016032221173059230.3,NSF Award 1204247,1204247,2012-11-12
autogen.2016032221173382831.3,1203492,1203492,2014-06-03
autogen.2016032221173709532.3,NSF Award 1203492,1203492,2014-06-03
autogen.2016032221174049533.3,1108427,1108427,2015-10-15
autogen.2016032221174456134.2,NSF Award 1108427,1108427,2015-10-15
autogen.2016032221174778935.4,1416961,1416961,2017-09-28
autogen.2016032221174778935.4,1417128,1417128,2017-09-28
autogen.2016032221174778935.4,1417815,1417815,2017-09-28
autogen.2016032221175530637.3,NSF Award 1023582,1023582,2014-11-18
autogen.2016032221175530637.3,NSF Award 1023465,1023465,2014-11-18
autogen.2016032221175817438.2,NSF Award 1255228,1255228,2014-04-10
autogen.2016032221175817438.2,NSF Award 1210728,1210728,2014-04-10
autogen.2016032221180369140.2,NSF Award 0806506,0806506,2013-03-06
autogen.2016032221180981642.2,NSF Award 99999,99999,2013-10-09
autogen.2016032221181970345.3,NSF Award 1107761,1107761,2015-10-08
autogen.2016032221185158654.2,NSF Award 0909432,0909432,2013-01-24
autogen.2016032221185158654.2,NSF Award 0909432,0909432,2013-01-24
autogen.2016032221185806456.2,NSF Award 0352687,0352687,2009-11-18
autogen.2016032221185806456.2,NSF Award 0352754,0352754,2009-11-18
autogen.2016032221185806456.2,NSF Award 0352984,0352984,2009-11-18
autogen.2016032221190571258.3,0326109,0326109,2009-11-18
autogen.2016032221193159965.3,NSF Award 9910335,9910335,2009-11-18
autogen.2016032221193159965.3,NSF Award 9910305,9910305,2009-11-18
autogen.2016032221200122774.3,9910335,9910335,2009-11-18
autogen.2016032221200122774.3,9910305,9910305,2009-11-18
autogen.2016032221200122774.3,0634122,0634122,2009-11-18
autogen.2016032221202412480.2,NSF Award 0732846,0732846,2015-09-22
autogen.2016032221202412480.2,NSF Award 0732857,0732857,2015-09-22
autogen.2016032221203485883.2,NSF Award 0632201,0632201,2009-11-18
autogen.2016032221203808884.2,NSF Award 0520328,0520328,2009-11-18
autogen.2016032221204158385.2,NSF Award 1107645,1107645,2016-01-27
autogen.2016032221204483886.2,NSF Award 1111395,1111395,2015-09-28
autogen.2016032221205109588.2,NSF Award 0632387,0632387,2009-11-18
autogen.2016032221205441289.22,1107346,1107346,2017-01-03
autogen.2016032221205808990.25,1107346,1107346,2016-12-29
autogen.2016032221210178191.4,NSF Award 1107346,1107346,2014-12-10
autogen.2016032221210489592.15,1107346,1107346,2016-12-29
autogen.2016032221210834093.2,NSF Award 0902146,0902146,2015-01-22
autogen.2016032221211179994.2,NSF Award 0902146,0902146,2015-04-01
autogen.2016032221211559495.3,NSF Award 1421603,1421603,2015-02-20
autogen.2016032221212790398.2,NSF Award 0909349,0909349,2014-10-31
autogen.2016032221214238501.2,NSF Award 1044610,1044610,2015-01-28
autogen.2016032221215675105.4,NSF Award 1303991,1303991,2015-04-27
autogen.2016032221220577108.2,NSF Award 1217575,1217575,2015-05-04
autogen.2016032221220909409.3,NSF Award 1204169,1204169,2014-01-14
autogen.2016032221221908312.3,NSF Award 1107524,1107524,2015-10-02
autogen.2016032221224012918.3,NSF Award 1256669,1256669,2014-10-21
autogen.2016032221224690020.2,NSF Award 1205152,1205152,2014-03-10
autogen.2016032221225421322.2,NSF Award 1140098,1140098,2012-11-26
autogen.2016032221225724323.2,NSF Award 0909502,0909502,2014-01-06
autogen.2016032221230336525.3,NSF Award 1107343,1107343,2015-04-19
autogen.2016032221231049727.3,NSF Award 1107343,1107343,2015-04-15
autogen.2016032221234178935.2,NSF Award 0808604,0808604,2013-06-21
autogen.2016032221240679442.2,NSF Award 1021274,1021274,2015-11-23
autogen.2016032221240987743.2,NSF Award NSF-ANS-1023283,1023283,2015-11-23
autogen.2016032221240987743.2,NSF Award NSF-ARC-1021274,1021274,2015-11-23
autogen.2016032221240987743.2,NSF Award ONR-N00014,00014,2015-11-23
autogen.2016032221241417744.2,NSF Award 999999,999999,2014-04-23
autogen.2016032221242856548.4,NSF Award 1304464,1304464,2014-07-29
autogen.2016032221242856548.4,NSF Award 1304040,1304040,2014-07-29
autogen.2016032221242856548.4,NSF Award 1623764,1623764,2014-07-29
autogen.2016032221243609550.3,NSF Award 1304464,1304464,2014-08-24
autogen.2016032221243609550.3,NSF Award 1304040,1304040,2014-08-24
autogen.2016032221250209857.2,NSF Award 0807094,0807094,2013-11-07
autogen.2016032221252482863.7,1303766,1303766,2017-06-28
autogen.2016032221253192065.2,NSF Award 0842779,0842779,2010-06-05
autogen.2016032221253506466.2,NSF Award 0805703,0805703,2015-11-06
autogen.2016032221253838367.2,NSF Award 1022710,1022710,2015-11-06
autogen.2016032221253838367.2,NSF Award 1023662,1023662,2015-11-06
autogen.2016032221253838367.2,NSF Award 1412805,1412805,2015-11-06
autogen.2016032221254162668.3,1023662,1023662,2016-01-22
autogen.2016032221254162668.3,1022710,1022710,2016-01-22
autogen.2016032221254162668.3,1412805,1412805,2016-01-22
autogen.2016032221254607269.2,NSF Award 1107725,1107725,2015-12-23
autogen.2016032221260173573.2,NSF Award 1107725,1107725,2015-12-23
autogen.2016032221260517374.2,NSF Award 1107725,1107725,2015-12-23
autogen.2016032221260941475.2,NSF Award 1304137,1304137,2015-11-06
autogen.2016032221261617777.3,NSF Award 1203640,1203640,2014-09-21
autogen.2016032221263139681.5,NSF Award 1107981,1107981,2015-12-10
autogen.2016032221264257784.11,1023396,1023396,2016-09-06
autogen.2016032221264762085.2,NSF Award 1023396,1023396,2014-11-24
autogen.20160322212744205100.4,NSF Award 0806394,0806394,2013-11-25
autogen.20160322212744205100.4,NSF Award 0806465,0806465,2013-11-25
autogen.20160322212744205100.4,NSF Award 0806271,0806271,2013-11-25
autogen.20160322212744205100.4,NSF Award 0806399,0806399,2013-11-25
autogen.20160322212744205100.4,NSF Award 0806341,0806341,2013-11-25
autogen.20160322212744205100.4,NSF Award 0806329,0806329,2013-11-25
autogen.20160322212744205100.4,NSF Award 0806254,0806254,2013-11-25
autogen.20160322212744205100.4,NSF Award 0806451,0806451,2013-11-25
autogen.2016032221282056809.3,NSF Award 1022703,1022703,2015-11-19
autogen.2016032221282362110.3,NSF Award 1022703,1022703,2015-11-19
autogen.2016032221282742011.3,NSF Award 1022703,1022703,2015-11-19
autogen.2016032221283117612.3,NSF Award 1022703,1022703,2015-11-19
autogen.2016032221283448513.3,NSF Award 1022703,1022703,2015-11-19
autogen.2016032221283811014.3,NSF Award 1022703,1022703,2015-11-19
autogen.2016032221284170015.3,NSF Award 1022703,1022703,2015-11-19
autogen.2016032221284414116.3,NSF Award 1022703,1022703,2015-11-19
autogen.2016032221284734917.3,NSF Award 1022703,1022703,2015-11-19
autogen.2016032221285109218.3,NSF Award 1022703,1022703,2015-11-19
autogen.2016032221285436219.3,NSF Award 1022703,1022703,2015-11-19
autogen.2016032221285775520.3,NSF Award 1022703,1022703,2015-11-19
autogen.2016032221290064021.3,NSF Award 1022703,1022703,2015-11-19
autogen.2016032221290381622.3,NSF Award 1022703,1022703,2015-11-19
autogen.2016032221290682123.3,NSF Award 1022703,1022703,2015-11-19
autogen.2016032221290964024.3,NSF Award 1022703,1022703,2015-11-19
autogen.2016032221291336425.3,NSF Award 1022703,1022703,2015-11-19
autogen.2016032221291711926.3,NSF Award 1022703,1022703,2015-11-19
autogen.2016032221292114527.3,NSF Award 1022703,1022703,2015-11-19
autogen.2016032221292539328.3,NSF Award 1022703,1022703,2015-11-19
autogen.2016032221292843929.3,NSF Award 1022703,1022703,2015-11-19
autogen.2016032221293167930.3,NSF Award 1022703,1022703,2015-11-19
autogen.2016032221293508331.3,NSF Award 1022703,1022703,2015-11-19
autogen.2016032221293863132.3,NSF Award 1022703,1022703,2015-11-19
autogen.2016032221294216033.3,NSF Award 1022703,1022703,2015-11-19
autogen.2016032221294523734.3,NSF Award 1022703,1022703,2015-11-19
autogen.2016032221294777835.4,NSF Award 1022703,1022703,2015-11-19
autogen.2016032221295210536.4,NSF Award 1022703,1022703,2015-11-19
autogen.2016032221300247239.3,NSF Award 1107695,1107695,2014-09-03
autogen.2016032221304772150.3,NSF Award 0632144,0632144,2009-11-18
autogen.2016032221304772150.3,NSF Award 0632184,0632184,2009-11-18
autogen.2016032221304772150.3,NSF Award 0632263,0632263,2009-11-18
autogen.2016032221304772150.3,NSF Award 0632277,0632277,2009-11-18
autogen.2016032221314987266.2,NSF Award 0936365,0936365,2010-06-05
autogen.2016032221315314467.3,NSF Award 1107428,1107428,2015-12-03
autogen.2016032221315619368.2,NSF Award 1107428,1107428,2015-12-04
autogen.2016032221321118372.2,NSF Award 1263650,1263650,2015-01-17
autogen.2016032221322164575.2,NSF Award 0856214,0856214,2014-07-11
autogen.2016032221322164575.2,NSF Award 0856330,0856330,2014-07-11
autogen.2016032221322164575.2,NSF Award 0856808,0856808,2014-07-11
autogen.2016032221341417503.3,0856710,0856710,2014-07-08
autogen.2016032221370329848.9,NSF Award 0856710,0856710,2010-05-25
autogen.2016032221370329848.9,NSF Award 0856516,0856516,2010-05-25
autogen.2016032221370329848.9,NSF Award 0856628,0856628,2010-05-25
autogen.2016032221370329848.9,NSF Award 0856728,0856728,2010-05-25
autogen.2016032221390646480.3,NSF Award 0856710,0856710,2014-08-18
autogen.2016032221390646480.3,NSF Award 0856516,0856516,2014-08-18
autogen.2016032221390646480.3,NSF Award 0856628,0856628,2014-08-18
autogen.2016032221390646480.3,NSF Award 0856728,0856728,2014-08-18
autogen.2016032221401795698.3,NSF Award 0856710,0856710,2015-06-16
autogen.2016032221401795698.3,NSF Award 0856516,0856516,2015-06-16
autogen.2016032221401795698.3,NSF Award 0856628,0856628,2015-06-16
autogen.2016032221401795698.3,NSF Award 0856728,0856728,2015-06-16
autogen.2016032221403916102.3,NSF Award 0856710,0856710,2015-06-16
autogen.2016032221403916102.3,NSF Award 0856516,0856516,2015-06-16
autogen.2016032221403916102.3,NSF Award 0856628,0856628,2015-06-16
autogen.2016032221403916102.3,NSF Award 0856728,0856728,2015-06-16
autogen.2016032221405116905.3,NSF Award 0856710,0856710,2015-06-16
autogen.2016032221405116905.3,NSF Award 0856516,0856516,2015-06-16
autogen.2016032221405116905.3,NSF Award 0856628,0856628,2015-06-16
autogen.2016032221405116905.3,NSF Award 0856728,0856728,2015-06-16
autogen.2016032221414416619.3,NSF Award 0856710,0856710,2015-06-16
autogen.2016032221414416619.3,NSF Award 0856516,0856516,2015-06-16
autogen.2016032221414416619.3,NSF Award 0856628,0856628,2015-06-16
autogen.2016032221414416619.3,NSF Award 0856728,0856728,2015-06-16
autogen.2016032221422089929.3,NSF Award 0856710,0856710,2015-06-16
autogen.2016032221422089929.3,NSF Award 0856516,0856516,2015-06-16
autogen.2016032221422089929.3,NSF Award 0856628,0856628,2015-06-16
autogen.2016032221422089929.3,NSF Award 0856728,0856728,2015-06-16
autogen.2016032221423628233.3,NSF Award 0856710,0856710,2014-07-08
autogen.2016032221423628233.3,NSF Award 0856516,0856516,2014-07-08
autogen.2016032221423628233.3,NSF Award 0856628,0856628,2014-07-08
autogen.2016032221423628233.3,NSF Award 0856728,0856728,2014-07-08
autogen.2016032221424025234.3,NSF Award 0856710,0856710,2014-07-08
autogen.2016032221424025234.3,NSF Award 0856516,0856516,2014-07-08
autogen.2016032221424025234.3,NSF Award 0856628,0856628,2014-07-08
autogen.2016032221424025234.3,NSF Award 0856728,0856728,2014-07-08
autogen.2016032221424398835.3,NSF Award 0856710,0856710,2014-07-14
autogen.2016032221424398835.3,NSF Award 0856516,0856516,2014-07-14
autogen.2016032221424398835.3,NSF Award 0856628,0856628,2014-07-14
autogen.2016032221424398835.3,NSF Award 0856728,0856728,2014-07-14
autogen.2016032221425194837.3,NSF Award 0856710,0856710,2014-07-14
autogen.2016032221425194837.3,NSF Award 0856516,0856516,2014-07-14
autogen.2016032221425194837.3,NSF Award 0856628,0856628,2014-07-14
autogen.2016032221425194837.3,NSF Award 0856728,0856728,2014-07-14
autogen.2016032221425611138.3,NSF Award 0856710,0856710,2014-07-14
autogen.2016032221425611138.3,NSF Award 0856516,0856516,2014-07-14
autogen.2016032221425611138.3,NSF Award 0856628,0856628,2014-07-14
autogen.2016032221425611138.3,NSF Award 0856728,0856728,2014-07-14
autogen.2016032221425969639.3,NSF Award 0856710,0856710,2014-07-14
autogen.2016032221425969639.3,NSF Award 0856516,0856516,2014-07-14
autogen.2016032221425969639.3,NSF Award 0856628,0856628,2014-07-14
autogen.2016032221425969639.3,NSF Award 0856728,0856728,2014-07-14
autogen.2016032221430351440.3,NSF Award 0856710,0856710,2014-07-14
autogen.2016032221430351440.3,NSF Award 0856516,0856516,2014-07-14
autogen.2016032221430351440.3,NSF Award 0856628,0856628,2014-07-14
autogen.2016032221430351440.3,NSF Award 0856728,0856728,2014-07-14
autogen.2016032221430692941.3,NSF Award 0856710,0856710,2014-07-29
autogen.2016032221430692941.3,NSF Award 0856516,0856516,2014-07-29
autogen.2016032221430692941.3,NSF Award 0856628,0856628,2014-07-29
autogen.2016032221430692941.3,NSF Award 0856728,0856728,2014-07-29
autogen.2016032221431040942.3,NSF Award 0856710,0856710,2014-07-29
autogen.2016032221431040942.3,NSF Award 0856516,0856516,2014-07-29
autogen.2016032221431040942.3,NSF Award 0856628,0856628,2014-07-29
autogen.2016032221431040942.3,NSF Award 0856728,0856728,2014-07-29
autogen.2016032221431422943.3,NSF Award 0856710,0856710,2014-07-29
autogen.2016032221431422943.3,NSF Award 0856516,0856516,2014-07-29
autogen.2016032221431422943.3,NSF Award 0856628,0856628,2014-07-29
autogen.2016032221431422943.3,NSF Award 0856728,0856728,2014-07-29
autogen.2016032221431776044.3,NSF Award 0856710,0856710,2014-07-29
autogen.2016032221431776044.3,NSF Award 0856516,0856516,2014-07-29
autogen.2016032221431776044.3,NSF Award 0856628,0856628,2014-07-29
autogen.2016032221431776044.3,NSF Award 0856728,0856728,2014-07-29
autogen.2016032221432126945.3,NSF Award 0856710,0856710,2015-06-17
autogen.2016032221432126945.3,NSF Award 0856516,0856516,2015-06-17
autogen.2016032221432126945.3,NSF Award 0856628,0856628,2015-06-17
autogen.2016032221432126945.3,NSF Award 0856728,0856728,2015-06-17
autogen.2016032221433312748.3,NSF Award 0856710,0856710,2015-06-17
autogen.2016032221433312748.3,NSF Award 0856516,0856516,2015-06-17
autogen.2016032221433312748.3,NSF Award 0856628,0856628,2015-06-17
autogen.2016032221433312748.3,NSF Award 0856728,0856728,2015-06-17
autogen.2016032221434539951.3,NSF Award 0856710,0856710,2015-07-16
autogen.2016032221434539951.3,NSF Award 0856516,0856516,2015-07-16
