funding_num,funding_text,n_datasets,nsf_match,min_pubDate,min_dateUploaded
1205062,1205062,1,TRUE,2017-11-28T00:00:00Z,2018-01-17T11:26:26Z
1205152,NSF Award 1205152,1,TRUE,2014-03-10T00:00:00Z,2016-04-02T09:20:53Z
1208635,NSF Award 1208635,1,TRUE,2014-05-20T00:00:00Z,2016-04-02T09:14:21Z
1215551,NSF Award 1215551,1,TRUE,2014-07-01T00:00:00Z,2017-08-02T12:50:53Z
1216385,NSF Award 1216385,1,TRUE,2015-06-03T00:00:00Z,2016-04-02T08:56:41Z
1217575,NSF Award 1217575,1,TRUE,2015-05-04T00:00:00Z,2016-04-02T09:01:58Z
1219344,NSF Award 1219344,1,TRUE,2015-05-15T00:00:00Z,2016-04-02T09:03:57Z
1224181,1224181,1,TRUE,2017-05-16T00:00:00Z,2017-05-25T10:41:53Z
1232856,1232856,3,TRUE,NA,2017-12-06T09:36:46Z
1236971,1236971,1,TRUE,2017-07-19T00:00:00Z,2017-07-21T13:47:43Z
1255228,NSF Award 1255228,1,TRUE,2014-04-10T00:00:00Z,2016-04-02T09:23:03Z
1256669,NSF Award 1256669,1,TRUE,2014-10-21T00:00:00Z,2017-09-22T14:19:27Z
1263005,1263005,3,TRUE,2016-08-02T00:00:00Z,2017-04-24T16:24:44Z
1263650,NSF Award 1263650,1,TRUE,2015-01-17T00:00:00Z,2016-04-02T08:57:36Z
1263854,1263854; NSF Award 1263854,3,TRUE,2015-03-24T00:00:00Z,2016-03-22T16:00:00Z
1264098,ARC-1264098,5,TRUE,2018-01-02T00:00:00Z,2018-02-02T10:42:36Z
1301927,1301927,1,TRUE,2017-11-07T00:00:00Z,2018-03-05T10:45:26Z
1301929,1301929,1,TRUE,2017-04-28T00:00:00Z,2017-04-28T16:37:32Z
1303644,NSF Award 1303644,1,TRUE,2015-11-06T00:00:00Z,2016-04-02T09:32:17Z
1303766,1303766,7,TRUE,2017-06-28T00:00:00Z,2016-03-22T16:00:00Z
1303864,NSF Award 1303864,1,TRUE,2015-11-06T00:00:00Z,2016-04-02T09:21:03Z
1303879,PLR1303879;    1303879; 1303879;   1303879;  1303879,67,TRUE,2010-01-01T00:00:00Z,2016-03-22T16:00:00Z
1303895,1303895,7,TRUE,NA,2018-03-23T09:42:53Z
1303965,1303965; This material is based is based upon work supported by the National Science Foundation under grant 1303965; Foundation under grant 1303965,6,TRUE,2017-12-12T00:00:00Z,2018-03-09T11:07:51Z
1303991,NSF Award 1303991,1,TRUE,2015-04-27T00:00:00Z,2017-08-21T15:19:23Z
1304007,1304007,2,TRUE,2017-04-28T00:00:00Z,2017-05-04T12:04:44Z
1304011,NSF Award 1304011,1,TRUE,2015-11-06T00:00:00Z,2016-04-02T09:30:29Z
1304040,1304040; NSF Award 1304040,8,TRUE,2014-07-29T00:00:00Z,2017-05-04T12:04:44Z
1304052,1304052,2,TRUE,2016-07-26T00:00:00Z,2017-07-19T11:38:19Z
1304137,ARC-1304137; NSF Award 1304137,2,TRUE,2015-11-06T00:00:00Z,2016-04-02T09:00:51Z
1304202,PLR-1304202,1,TRUE,2016-09-12T00:00:00Z,2017-08-14T12:19:02Z
1304228,1304228; NSF-ANS-1304228,2,TRUE,2017-10-31T00:00:00Z,2018-05-31T15:56:30Z
1304270,1304270; NSF Award 1304270,3,TRUE,2015-11-06T00:00:00Z,2016-04-02T09:00:08Z
1304271,1304271; NSF Award 1304271,8,TRUE,2009-11-18T00:00:00Z,2017-05-10T10:30:19Z
1304337,  NSF PLR-1304337; 1304337,4,TRUE,2017-11-29T00:00:00Z,2018-01-29T11:15:25Z
1304464,NSF Award 1304464,2,TRUE,2014-07-29T00:00:00Z,2017-09-07T15:54:17Z
1304523,1304523; NSF Award 1304523,8,TRUE,2016-06-24T00:00:00Z,2017-06-26T09:38:22Z
1304544,PLR1304544,1,TRUE,2018-02-08T00:00:00Z,2018-02-26T09:23:11Z
1304555,NSF Award 1304555,1,TRUE,2015-11-06T00:00:00Z,2016-04-02T08:59:26Z
1304563,1304563,5,TRUE,2016-10-04T00:00:00Z,2016-11-03T14:24:14Z
1304613,1304613,1,TRUE,2017-04-13T00:00:00Z,2017-04-20T12:22:55Z
1304681,NSF Award 1304681,1,TRUE,2015-05-06T00:00:00Z,2016-04-02T09:14:32Z
1304684,PLR-1304684,1,TRUE,2018-02-16T00:00:00Z,2018-05-24T09:55:48Z
1304755,1304755,1,TRUE,2017-10-03T00:00:00Z,2017-11-15T09:49:14Z
1304807,NSF Award 1304807,1,TRUE,2014-12-08T00:00:00Z,2016-04-02T09:14:10Z
1304879,1304879; NSF Award 1304879,12,TRUE,2016-05-12T00:00:00Z,2016-05-12T16:00:00Z
1304899,  1304899;  1304899; 1304899; NSF OPP 1304899,14,TRUE,NA,2018-03-23T09:42:53Z
1304905,1304905,14,TRUE,NA,2017-08-01T14:02:14Z
1311655,NSF-ARC-1311655,1,TRUE,2018-01-23T00:00:00Z,2018-01-25T11:32:45Z
1312402,NSF Award 1312402,1,TRUE,2015-05-08T00:00:00Z,2017-09-21T11:43:09Z
1314156,PLR1314156;  1314156; 1314156,4,TRUE,2016-10-14T00:00:00Z,2016-10-14T12:38:30Z
1331019,NSF Award 1331019,1,TRUE,2015-04-20T00:00:00Z,2016-04-02T09:26:53Z
1332911,PLR-1332911,1,TRUE,2017-06-02T00:00:00Z,2017-06-26T11:54:37Z
1335302,1335302,1,TRUE,2017-12-12T00:00:00Z,2018-03-16T15:06:42Z
1339445,1339445,1,TRUE,2017-03-23T00:00:00Z,2017-04-17T13:50:08Z
1339465,1339465,1,TRUE,2016-05-19T00:00:00Z,2016-05-26T14:55:22Z
1341500,1341500,1,TRUE,2017-11-07T00:00:00Z,2017-11-21T14:41:08Z
1341881,PLR-1341881,1,TRUE,2018-04-17T00:00:00Z,2018-04-20T09:18:46Z
1344264,1344264,1,TRUE,2017-07-21T00:00:00Z,2017-07-28T09:18:36Z
1348450,1348450; NSF Award 1348450,3,TRUE,2014-05-06T00:00:00Z,2017-07-31T15:29:27Z
1349259,1349259,1,TRUE,2017-06-28T00:00:00Z,2017-07-25T13:04:16Z
1355238,NSF Award 1355238,1,TRUE,2015-11-06T00:00:00Z,2016-04-02T09:19:56Z
1415489,1415489,1,TRUE,2017-10-19T00:00:00Z,2017-11-01T11:54:06Z
1416961,1416961,14,TRUE,2016-07-04T00:00:00Z,2016-07-13T15:00:30Z
1417149,1417149,1,TRUE,2017-05-17T00:00:00Z,2017-05-24T10:05:49Z
1417300,1417300; ARC-1417300,4,TRUE,2018-01-19T00:00:00Z,2018-01-24T12:19:14Z
1417345, 1417345,1,TRUE,2018-02-20T00:00:00Z,2018-02-23T14:07:22Z
1417395,ANS-1417395,1,TRUE,2018-01-01T00:00:00Z,NA
1417476,1417476,1,TRUE,2017-10-06T00:00:00Z,2017-10-11T15:56:02Z
1417480,1417480,1,TRUE,2017-08-11T00:00:00Z,2017-08-25T11:13:37Z
1417640,1417640,1,TRUE,2018-05-16T00:00:00Z,2018-05-18T09:24:19Z
1417700,1417700;  1417700,11,TRUE,2016-12-20T00:00:00Z,2017-03-06T12:45:41Z
1417711,NSF Award 1417711; 1417711,2,TRUE,2014-09-26T00:00:00Z,2016-04-02T08:55:58Z
1417745,PLR-1417745; 1417745; NSF Award 1417745,12,TRUE,2014-07-29T00:00:00Z,2017-03-06T12:45:41Z
1417772,1417772,3,TRUE,2017-11-07T00:00:00Z,2017-12-04T11:09:00Z
1417787,1417787,4,TRUE,2018-04-11T00:00:00Z,2018-04-19T12:08:15Z
1417789,1417789,17,TRUE,2017-09-24T00:00:00Z,2017-09-24T16:00:00Z
1418000,1418000,13,TRUE,2016-07-12T00:00:00Z,2016-07-12T16:00:00Z
1418268,1418268,1,TRUE,2017-05-08T00:00:00Z,2017-05-25T12:16:06Z
1421603,NSF Award 1421603,1,TRUE,2015-02-20T00:00:00Z,2017-09-22T16:37:28Z
1432277,1432277,15,TRUE,2016-06-09T00:00:00Z,2016-06-09T16:00:00Z
1432982,1432982;  1432982,19,TRUE,2017-11-29T00:00:00Z,2018-03-22T16:00:00Z
1445811,1445811,1,TRUE,2017-11-20T00:00:00Z,2017-11-28T12:05:31Z
1445823,1445823,1,TRUE,2017-03-08T00:00:00Z,2017-03-08T15:30:36Z
1446308,1446308,1,TRUE,2017-02-16T00:00:00Z,2017-02-27T17:19:22Z
1449784,1449784,1,TRUE,2017-06-21T00:00:00Z,2017-06-27T16:38:37Z
1458941,NSF OCE-1458941; 1458941,4,TRUE,2017-02-15T00:00:00Z,2017-03-09T16:51:48Z
1460290,1460290,1,TRUE,2017-10-04T00:00:00Z,2017-10-12T18:13:15Z
1500169,PLR1500169,1,TRUE,2017-06-29T00:00:00Z,2017-07-26T16:45:27Z
1503559,NSF 1503559,1,TRUE,2018-04-04T00:00:00Z,2018-04-16T10:59:54Z
1503672,1503672,7,TRUE,2009-11-18T00:00:00Z,2017-06-13T12:06:07Z
1503724,1503724,1,TRUE,2017-12-16T00:00:00Z,2017-12-21T16:34:09Z
1503910,1503910,6,TRUE,2017-11-13T00:00:00Z,2018-02-22T10:23:02Z
1503928,1503928; NSF Award 1503928,6,TRUE,2016-02-25T00:00:00Z,2016-06-16T16:36:49Z
1504141,1504141;  1504141,8,TRUE,2016-12-22T00:00:00Z,2017-01-27T17:00:23Z
1504288,1504288,7,TRUE,2017-11-13T00:00:00Z,2018-02-20T15:38:39Z
1504345,1504345,20,TRUE,2018-01-24T00:00:00Z,NA
1504381,1504381,18,TRUE,2017-11-29T00:00:00Z,2018-03-22T16:00:00Z
1504394,1504394,2,TRUE,2017-10-30T00:00:00Z,2017-05-04T16:00:00Z
1504521,1504521,7,TRUE,2017-11-13T00:00:00Z,2018-02-20T15:38:39Z
1504934,1504934,3,TRUE,2017-03-23T00:00:00Z,2017-04-13T12:13:48Z
1523025, 1523025;    1523025; 1523025,4,TRUE,2017-11-07T00:00:00Z,2017-12-04T11:09:00Z
1523191,1523191,5,TRUE,2017-02-24T00:00:00Z,2017-07-10T14:57:07Z
1525636,1525636,1,TRUE,2016-11-30T00:00:00Z,2016-12-16T14:14:41Z
1534673,1534673,1,TRUE,2016-06-02T00:00:00Z,2017-03-07T11:33:35Z
1545558,1545558,4,TRUE,2018-05-17T00:00:00Z,2018-05-21T16:19:31Z
1546002,1546002,17,TRUE,2011-10-21T00:00:00Z,2016-10-27T11:13:09Z
1546024,1546024,1,TRUE,2017-05-21T00:00:00Z,2018-05-19T19:11:04Z
1546954,1546954,1,TRUE,2017-05-09T00:00:00Z,2017-05-09T16:00:00Z
1547011,1547011,1,TRUE,2017-02-20T00:00:00Z,2017-03-13T15:24:09Z
1550260,1550260,1,TRUE,2017-11-14T00:00:00Z,2017-11-20T14:01:20Z
1561437,1561437,7,TRUE,2018-01-18T00:00:00Z,2018-02-05T16:12:58Z
1603276,1603276,1,TRUE,2017-11-01T00:00:00Z,2018-02-14T09:18:32Z
1603407,1603407,4,TRUE,2017-05-24T00:00:00Z,2017-08-10T14:59:53Z
1624927,1624927,6,TRUE,NA,2018-04-03T10:04:55Z
1630360,1630360,7,TRUE,2015-01-01T00:00:00Z,2017-11-02T16:00:00Z
1636711,1636711,1,TRUE,2017-05-25T00:00:00Z,2017-06-02T14:31:30Z
1637688,1637688,1,TRUE,2017-07-05T00:00:00Z,2017-07-06T11:28:19Z
1642016,1642016,1,TRUE,2017-06-19T00:00:00Z,2017-07-05T09:09:02Z
1642851,1642851,1,TRUE,2017-11-30T00:00:00Z,2018-04-12T14:13:11Z
1643187,1643187,1,TRUE,2018-01-09T00:00:00Z,2018-01-31T10:26:47Z
1702456,1702456,29,TRUE,2017-07-24T00:00:00Z,2017-08-31T12:14:02Z
1712031,1712031; NSF- PLR-1712031,2,TRUE,2018-02-07T00:00:00Z,2018-02-12T13:08:15Z
9255000,NSF Award 9255000,1,TRUE,2013-01-29T00:00:00Z,2016-04-02T09:10:46Z
9910335,NSF Award 9910335; 9910335,2,TRUE,2009-11-18T00:00:00Z,2016-10-24T17:48:12Z
